,Mnemonic,bitpat,FORMAT,FORMAT_OLD,SRC1,SRC2,SRC3,SRC4,SRC5,DEST1,DEST2,DEST3,DEST4,DEST5,Special Behavior,"Context 
Synchronizing?",BOOK,PAGE,Versions,Priveledge,Mode Dep,Name,Unsure,"Doable but
Laborious",MicroWatt Support,PythonWatt Support,MicroPython
287,ldu,111010 ..... ..... ..... ..... ....01,DS5,DS,,,,GPR,,GPR,GPR,,,,,,I,53,PPC,,,Load Doubleword with Update,,,Y,,Y
288,ldux,011111 ..... ..... ..... 00001 10101/,X77,X,,,GPR,GPR,,GPR,GPR,,,,,,I,53,PPC,,,Load Doubleword with Update Indexed,,,Y,,
289,ldx,011111 ..... ..... ..... 00000 10101/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,53,PPC,,,Load Doubleword Indexed,,,Y,,Y
290,lfd,110010 ..... ..... ..... ..... ......,D4,D,,,,GPR,,FPR,,,,,,,I,142,P1,,,Load Floating Double,,,,,
291,lfdp,111001 ..... ..... ..... ..... ....00,DS2,DS,,,,GPR,,FPR,FPR,,,,,,I,149,v2.05,,,Load Floating Double Pair,,,,,
292,lfdpx,011111 ..... ..... ..... 11000 10111/,X52,X,,,GPR,GPR,,FPR,FPR,,,,,,I,149,v2.05,,,Load Floating Double Pair Indexed,,,,,
293,lfdu,110011 ..... ..... ..... ..... ......,D4,D,,,,GPR,,FPR,GPR,,,,,,I,142,P1,,,Load Floating Double with Update,,,,,
294,lfdux,011111 ..... ..... ..... 10011 10111/,X45,X,,,GPR,GPR,,FPR,GPR,,,,,,I,143,P1,,,Load Floating Double with Update Indexed,,,,,
295,lfdx,011111 ..... ..... ..... 10010 10111/,X45,X,,,GPR,GPR,,FPR,,,,,,,I,142,P1,,,Load Floating Double Indexed,,,,,
296,lfiwax,011111 ..... ..... ..... 11010 10111/,X45,X,,,GPR,GPR,,FPR,,,,,,,I,143,v2.05,,,Load Floating as Integer Word Algebraic Indexed,,,,,
297,lfiwzx,011111 ..... ..... ..... 11011 10111/,X45,X,,,GPR,GPR,,FPR,,,,,,,I,143,v2.06,,,Load Floating as Integer Word & Zero Indexed,,,,,
298,lfs,110000 ..... ..... ..... ..... ......,D4,D,,,,GPR,,FPR,,,,,,,I,140,P1,,,Load Floating Single,,,,,
299,lfsu,110001 ..... ..... ..... ..... ......,D4,D,,,,GPR,,FPR,GPR,,,,,,I,141,P1,,,Load Floating Single with Update,,,,,
300,lfsux,011111 ..... ..... ..... 10001 10111/,X45,X,,,GPR,GPR,,FPR,GPR,,,,,,I,142,P1,,,Load Floating Single with Update Indexed,,,,,
301,lfsx,011111 ..... ..... ..... 10000 10111/,X45,X,,,GPR,GPR,,FPR,,,,,,,I,141,P1,,,Load Floating Single Indexed,,,,,
302,lha,101010 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,,,,,,,I,50,P1,,,Load Halfword Algebraic,,,Y,,
303,lharx,011111 ..... ..... ..... 00011 10100.,X78,X,,,GPR,GPR,,GPR,,,,,,,II,865,v2.06,,,Load Halfword And Reserve Indexed Xform,X,,Y,,
304,lhau,101011 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,GPR,,,,,,I,50,P1,,,Load Halfword Algebraic with Update,,,Y,,
305,lhaux,011111 ..... ..... ..... 01011 10111/,X77,X,,,GPR,GPR,,GPR,GPR,,,,,,I,50,P1,,,Load Halfword Algebraic with Update Indexed,,,Y,,
306,lhax,011111 ..... ..... ..... 01010 10111/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,50,P1,,,Load Halfword Algebraic Indexed,,,Y,,Y
307,lhbrx,011111 ..... ..... ..... 11000 10110/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,60,P1,,,Load Halfword Byte-Reverse Indexed,X,,Y,,
308,lhz,101000 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,,,,,,,I,49,P1,,,Load Halfword & Zero,,,Y,,Y
309,lhzcix,011111 ..... ..... ..... 11001 10101/,X77,X,,,GPR,GPR,,GPR,,,,,,,III,966,v2.05,HV,,Load Halfword & Zero Caching Inhibited Indexed,X,,Y,,
310,lhzu,101001 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,GPR,,,,,,I,49,P1,,,Load Halfword & Zero with Update,,,Y,,Y
311,lhzux,011111 ..... ..... ..... 01001 10111/,X77,X,,,GPR,GPR,,GPR,GPR,,,,,,I,49,P1,,,Load Halfword & Zero with Update Indexed,,,Y,,
312,lhzx,011111 ..... ..... ..... 01000 10111/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,49,P1,,,Load Halfword & Zero Indexed,,,Y,,
313,lmw,101110 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR*,,,,,GPRs [31-RT:31] are loaded from consecutive addresses in storage,,I,62,P1,,,Load Multiple Word,X,,,,
314,lq,111000 ..... ..... ..... ..... ......,DQ1,DQ,,,,GPR,,GPR,GPR,,,,,,I,58,v2.03,,,Load Quadword,,,,,
315,lqarx,011111 ..... ..... ..... 01000 10100.,X79,X,,,GPR,GPR,,GPR,GPR,,,,,,I,871,v2.07,,,Load Quadword And Reserve Indexed,,,,,
316,lswi,011111 ..... ..... ..... 10010 10101/,X76,X,,,,GPR,,GPR*,,,,,variable number of GPRs are loaded with contents from storage,,I,64,P1,,,Load String Word Immediate,,,,,
317,lswx,011111 ..... ..... ..... 10000 10101/,X77,X,,,GPR,GPR,,GPR*,,,,,variable number of GPRs are loaded with contents from storage,,I,64,P1,,,Load String Word Indexed,,,,,
318,lvebx,011111 ..... ..... ..... 00000 00111/,X92,X,,,GPR,GPR,,VR,,,,,,,I,242,v2.03,,,Load Vector Element Byte Indexed,,,,,
319,lvehx,011111 ..... ..... ..... 00001 00111/,X92,X,,,GPR,GPR,,VR,,,,,,,I,242,v2.03,,,Load Vector Element Halfword Indexed,,,,,
320,lvewx,011111 ..... ..... ..... 00010 00111/,X92,X,,,GPR,GPR,,VR,,,,,,,I,243,v2.03,,,Load Vector Element Word Indexed,,,,,
321,lvsl,011111 ..... ..... ..... 00000 00110/,X92,X,,,GPR,GPR,,VR,,,,,,,I,247,v2.03,,,Load Vector for Shift Left,,,,,
322,lvsr,011111 ..... ..... ..... 00001 00110/,X92,X,,,GPR,GPR,,VR,,,,,,,I,247,v2.03,,,Load Vector for Shift Right,,,,,
323,lvx,011111 ..... ..... ..... 00011 00111/,X92,X,,,GPR,GPR,,VR,,,,,,,I,243,v2.03,,,Load Vector Indexed,,,,,
324,lvxl,011111 ..... ..... ..... 01011 00111/,X92,X,,,GPR,GPR,,VR,,,,,,,I,243,v2.03,,,Load Vector Indexed Last,,,,,
325,lwa,111010 ..... ..... ..... ..... ....10,DS5,DS,,,,GPR,,GPR,,,,,,,I,52,PPC,,,Load Word Algebraic,,,Y,,Y
326,lwarx,011111 ..... ..... ..... 00000 10100/,X78,X,,,GPR,GPR,,GPR,,,,,,,II,865,PPC,,,Load Word & Reserve Indexed,X,,Y,,
327,lwat,011111 ..... ..... ..... 10010 00110/,X75,X,,,,GPR,,GPR,,,,,"function code field determines behavior, including source registers",,II,860,v3.0,,,Load Word ATomic,X,,,,
328,lwaux,011111 ..... ..... ..... 01011 10101/,X77,X,,,GPR,GPR,,GPR,GPR,,,,,,I,52,PPC,,,Load Word Algebraic with Update Indexed,,,Y,,
329,lwax,011111 ..... ..... ..... 01010 10101/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,52,PPC,,,Load Word Algebraic Indexed,,,Y,,Y
330,lwbrx,011111 ..... ..... ..... 10000 10110/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,60,P1,,,Load Word Byte-Reverse Indexed,X,,Y,,
331,lwz,100000 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,,,,,,,I,51,P1,,,Load Word & Zero,,,Y,,Y
332,lwzcix,011111 ..... ..... ..... 11000 10101/,X77,X,,,GPR,GPR,,GPR,,,,,,,III,966,v2.05,HV,,Load Word & Zero Caching Inhibited Indexed,X,,Y,,
333,lwzu,100001 ..... ..... ..... ..... ......,D7,D,,,,GPR,,GPR,GPR,,,,,,I,51,P1,,,Load Word & Zero with Update,,,Y,,
334,lwzux,011111 ..... ..... ..... 00001 10111/,X77,X,,,GPR,GPR,,GPR,GPR,,,,,,I,51,P1,,,Load Word & Zero with Update Indexed,,,Y,,
335,lwzx,011111 ..... ..... ..... 00000 10111/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,51,P1,,,Load Word & Zero Indexed,,,Y,,Y
336,lxsd,111001 ..... ..... ..... ..... ....10,DS7,DS,,,,GPR,MSR,VSR,,,,,,,I,480,v3.0,,,Load VSX Scalar Doubleword,,,,,
337,lxsdx,011111 ..... ..... ..... 10010 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,480,v2.06,,,Load VSX Scalar Doubleword Indexed,,,,,
338,lxsibzx,011111 ..... ..... ..... 11000 01101.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,482,v3.0,,,Load VSX Scalar as Integer Byte & Zero Indexed,,,,,
339,lxsihzx,011111 ..... ..... ..... 11001 01101.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,482,v3.0,,,Load VSX Scalar as Integer Halfword & Zero Indexed,,,,,
340,lxsiwax,011111 ..... ..... ..... 00010 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,483,v2.07,,,Load VSX Scalar as Integer Word Algebraic Indexed,,,,,
341,lxsiwzx,011111 ..... ..... ..... 00000 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,484,v2.07,,,Load VSX Scalar as Integer Word & Zero Indexed,,,,,
342,lxssp,111001 ..... ..... ..... ..... ....11,DS7,DS,,,,GPR,MSR,VSR,,,,,,,I,485,v3.0,,,Load VSX Scalar Single,,,,,
343,lxsspx,011111 ..... ..... ..... 10000 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,485,v2.07,,,Load VSX Scalar Single-Precision Indexed,,,,,
344,lxv,111101 ..... ..... ..... ..... ...001,DQ3,DQ,,,,GPR,MSR,VSR,,,,,,,I,492,v3.0,,,Load VSX Vector,,,,,
345,lxvb16x,011111 ..... ..... ..... 11011 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,487,v3.0,,,Load VSX Vector Byte*16 Indexed,,,,,
346,lxvd2x,011111 ..... ..... ..... 11010 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,488,v2.06,,,Load VSX Vector Doubleword*2 Indexed,,,,,
347,lxvdsx,011111 ..... ..... ..... 01010 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,494,v2.06,,,Load VSX Vector Doubleword & Splat Indexed,,,,,
348,lxvh8x,011111 ..... ..... ..... 11001 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,495,v3.0,,,Load VSX Vector Halfword*8 Indexed,,,,,
349,lxvl,011111 ..... ..... ..... 01000 01101.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,489,v3.0,,,Load VSX Vector with Length,,,,,
350,lxvll,011111 ..... ..... ..... 01001 01101.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,491,v3.0,,,Load VSX Vector Left-justified with Length,,,,,
351,lxvw4x,011111 ..... ..... ..... 11000 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,496,v2.06,,,Load VSX Vector Word*4 Indexed,,,,,
352,lxvwsx,011111 ..... ..... ..... 01011 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,497,v3.0,,,Load VSX Vector Word & Splat Indexed,,,,,
353,lxvx,011111 ..... ..... ..... 01000 01100.,X84,X,,,GPR,GPR,MSR,VSR,,,,,,,I,492,v3.0,,,Load VSX Vector Indexed,,,,,
354,maddhd,000100 ..... ..... ..... ..... 110000,VA1,VA,,GPR,GPR,GPR,,GPR,,,,,,,I,80,v3.0,,,Multiply-Add High Doubleword,,,,,
355,maddhdu,000100 ..... ..... ..... ..... 110001,VA1,VA,,GPR,GPR,GPR,,GPR,,,,,,,I,80,v3.0,,,Multiply-Add High Doubleword Unsigned,,,,,
356,maddld,000100 ..... ..... ..... ..... 110011,VA1,VA,,GPR,GPR,GPR,,GPR,,,,,,,I,80,v3.0,,,Multiply-Add Low Doubleword,,,,,
357,mcrf,010011 ...// ...// ///// 00000 00000/,XL3,XL,,,CR,,,CR,,,,,,,I,41,P1,,,Move CR Field,,,Y,Y,
358,mcrfs,111111 ...// ...// ///// 00010 00000/,X21,X,,,,,FPSCR,CR,FPSCR,,,,,,I,171,P1,,,Move To CR from FPSCR,,,,,
359,mcrxrx,011111 ...// ///// ///// 10010 00000/,X18,X,,,,,XER,CR,,,,,,,I,120,v3.0,,,Move XER to CR Extended,,,,,
360,mfbhrbe,011111 ..... ..... ..... 01001 01110/,XFX7,X,,,,,BHRB,GPR,,,,,,,I,909,v2.07,,,Move From BHRB,X,,,,
361,mfcr,011111 ..... 0//// ///// 00000 10011/,XFX5,XFX,,,CR,,,GPR,,,,,,,I,122,P1,,,Move From CR,,,Y,Y,Y
362,mffs[.],111111 ..... 00000 ///// 10010 00111.,X38,X,,,,,FPSCR,FPR,CR,,,,,,I,170,P1,,,Move From FPSCR,X,,,,
363,mffscdrn,111111 ..... 10100 ..... 10010 00111/,X42,X,,,,FPR,,FPR,FPSCR,,,,,,I,170,v3.0B,,,Move From FPSCR Control & set DRN,X,,,,
364,mffscdrni,111111 ..... 10101 //... 10010 00111/,X41,X,,,,,FPSCR,FPR,,,,,,,I,170,v3.0B,,,Move From FPSCR Control & set DRN Immediate,X,,,,
365,mffsce,111111 ..... 00001 ///// 10010 00111/,X38,X,,,,,FPSCR,FPR,FPSCR,,,,,,I,170,v3.0B,,,Move From FPSCR & Clear Enables,X,,,,
366,mffscrn,111111 ..... 10110 ..... 10010 00111/,X42,X,,,,FPR,FPSCR,FPR,FPSCR,,,,,,I,170,v3.0B,,,Move From FPSCR Control & set RN,X,,,,
367,mffscrni,111111 ..... 10111 ///.. 10010 00111/,X40,X,,,,,FPSCR,FPR,FPSCR,,,,,,I,170,v3.0B,,,Move From FPSCR Control & set RN Immediate,X,,,,
368,mffsl,111111 ..... 11000 ///// 10010 00111/,X38,X,,,,,FPSCR,FPR,,,,,,,I,170,v3.0B,,,Move From FPSCR Lightweight,X,,,,
369,mfmsr,011111 ..... ///// ///// 00010 10011/,X70,X,,,,,MSR,GPR,,,,,,,III,979,P1,P,,Move From MSR,X,,Y,,
370,mfocrf,011111 ..... 1.... ..../ 00000 10011/,XFX6,XFX,,,CR,,,GPR,,,,,,,I,122,v2.01,,,Move From One CR Field,X,,,,
371,mfspr,011111 ..... ..... ..... 01010 10011/,XFX8,X,,MSR,,SPR,SPR,GPR,,,,,architecture/implementation-specific behavior,,X,119 975,P1,O,,Move From SPR,,,Y,,Y
372,mftb,011111 ..... ..... ..... 01011 10011/,XFX9,X,,,,,SPR,GPR,,,,,,,II,898,PPC,,,Move From Time Base,X,,,,
373,mfvscr,000100 ..... ///// ///// 11000 000100,VX3,VX,,,,,VSCR,VR,,,,,,,I,362,v2.03,,,Move From VSCR,X,,,,
374,mfvsrd,011111 ..... ..... ///// 00001 10011.,X80,XX1,,,VSR,GPR,MSR,GPR,,,,,,,I,112,v2.07,,,Move From VSR Doubleword,X,,,,
375,mfvsrld,011111 ..... ..... ///// 01001 10011.,X80,XX1,,,VSR,GPR,MSR,GPR,,,,,,,I,112,v3.0,,,Move From VSR Lower Doubleword,X,,,,
376,mfvsrwz,011111 ..... ..... ///// 00011 10011.,X80,XX1,,,VSR,GPR,MSR,GPR,,,,,,,I,113,v2.07,,,Move From VSR Word & Zero,X,,,,
377,modsd,011111 ..... ..... ..... 11000 01001/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,83,v3.0,,,Modulo Signed Doubleword,,,,,
378,modsw,011111 ..... ..... ..... 11000 01011/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,77,v3.0,,,Modulo Signed Word,,,Y,,
379,modud,011111 ..... ..... ..... 01000 01001/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,83,v3.0,,,Modulo Unsigned Doubleword,,,Y,,
380,moduw,011111 ..... ..... ..... 01000 01011/,X77,X,,,GPR,GPR,,GPR,,,,,,,I,77,v3.0,,,Modulo Unsigned Word,,,Y,,
381,msgclr,011111 ///// ///// ..... 00111 01110/,X3,X,,,,GPR,,other thread?,,,,,,,III,1130,v2.07,HV,,Message Clear,X,,,,
382,msgclrp,011111 ///// ///// ..... 00101 01110/,X3,X,,,,GPR,,SPR,,,,,,,III,1132,v2.07,P,,Message Clear Privileged,X,,,,
383,msgsnd,011111 ///// ///// ..... 00110 01110/,X3,X,,,,GPR,,other thread?,,,,,,,III,1129,v2.07,HV,,Message Send,X,,,,
384,msgsndp,011111 ///// ///// ..... 00100 01110/,X3,X,,,,GPR,,SPR,,,,,,,III,1131,v2.07,P,,Message Send Privileged,X,,,,
385,msgsync,011111 ///// ///// ///// 11011 10110/,X1,X,,,,,,,,,,,,,III,1132,v3.0,HV,,Message Synchronize,X,,,,
386,mtcrf,011111 ..... 0.... ..../ 00100 10000/,XFX2,XFX,,,CR,GPR,,CR,,,,,,,I,121,P1,,,Move To CR Fields,,,Y,Y,Y
387,mtfsb0[.],111111 ..... ///// ///// 00010 00110.,X32,X,,,,,,FPSCR,CR1,,,,,,I,173,P1,,,Move To FPSCR Bit 0,X,,,,
388,mtfsb1[.],111111 ..... ///// ///// 00001 00110.,X32,X,,,,,,FPSCR,CR1,,,,,,I,173,P1,,,Move To FPSCR Bit 1,X,,,,
389,mtfsf[.],111111 ..... ..... ..... 10110 00111.,XFL1,XFL,,,,FPR,,FPSCR,CR1,,,,,,I,172,P1,,,Move To FPSCR Fields,X,,,,
390,mtfsfi[.],111111 ...// ////. ..../ 00100 00110.,X20,X,,,,,,FPSCR,CR1,,,,,,I,172,P1,,,Move To FPSCR Field Immediate,X,,,,
391,mtmsr,011111 ..... ////. ///// 00100 10010/,X56,X,,,,GPR,,MSR,,,,,,,III,977,P1,P,,Move To MSR,X,,,,
392,mtmsrd,011111 ..... ////. ///// 00101 10010/,X56,X,,,,GPR,MSR,MSR,,,,,,,III,978,PPC,P,,Move To MSR Doubleword,X,,Y,,
393,mtocrf,011111 ..... 1.... ..../ 00100 10000/,XFX3,XFX,,,,GPR,,CR,,,,,,,I,121,v2.01,,,Move To One CR Field,,,Y,Y,Y
394,mtvscr,000100 ///// ///// ..... 11001 000100,VX1,VX,,,VR,,,VSCR,,,,,,,I,362,v2.03,,,Move To VSCR,X,,,,
395,mtvsrd,011111 ..... ..... ///// 00101 10011.,X83,XX1,,,,GPR,MSR,VSR,,,,,,,I,114,v2.07,,,Move To VSR Doubleword,X,,,,
396,mtvsrdd,011111 ..... ..... ..... 01101 10011.,X84,XX1,,,GPR,GPR,MSR,VSR,,,,,,,I,115,v3.0,,,Move To VSR Double Doubleword,X,,,,
397,mtvsrwa,011111 ..... ..... ///// 00110 10011.,X83,XX1,,,,GPR,MSR,VSR,,,,,,,I,114,v2.07,,,Move To VSR Word Algebraic,X,,,,
398,mtvsrws,011111 ..... ..... ///// 01100 10011.,X83,XX1,,,,GPR,MSR,VSR,,,,,,,I,116,v3.0,,,Move To VSR Word & Splat,X,,,,
399,mtvsrwz,011111 ..... ..... ///// 00111 10011.,X83,XX1,,,,GPR,MSR,VSR,,,,,,,I,115,v2.07,,,Move To VSR Word & Zero,X,,,,
400,mulhd[.],011111 ..... ..... ..... /0010 01001.,XO3,XO,,,GPR,GPR,,GPR,CR0,,,,,,I,79,PPC,,SR,Multiply High Doubleword,,,Y,,Y
401,mulhdu[.],011111 ..... ..... ..... /0000 01001.,XO3,XO,,,GPR,GPR,,GPR,CR0,,,,,,I,79,PPC,,SR,Multiply High Doubleword Unsigned,,,Y,,
402,mulhw[.],011111 ..... ..... ..... /0010 01011.,XO3,XO,,,GPR,GPR,,GPR,CR0,,,,,,I,73,PPC,,SR,Multiply High Word,,,Y,,
403,mulhwu[.],011111 ..... ..... ..... /0000 01011.,XO3,XO,,,GPR,GPR,,GPR,CR0,,,,,,I,73,PPC,,SR,Multiply High Word Unsigned,,,Y,,
404,mulld[o][.],011111 ..... ..... ..... .0111 01001.,XO4,XO,,,GPR,GPR,,GPR,CR0,XER,,,,,I,79,PPC,,SR,Multiply Low Doubleword,,,Y,,Y
405,mulli,000111 ..... ..... ..... ..... ......,D8,D,,,,GPR,,GPR,,,,,,,I,73,P1,,,Multiply Low Immediate,,,Y,,Y
406,mullw[o][.],011111 ..... ..... ..... .0111 01011.,XO4,XO,,,GPR,GPR,,GPR,CR0,XER,,,,,I,73,P1,,SR,Multiply Low Word,,,Y,,Y
407,nand[.],011111 ..... ..... ..... 01110 11100.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,94,P1,,SR,NAND,,,Y,,
408,neg[o][.],011111 ..... ..... ///// .0011 01000.,XO1,XO,,,,GPR,,GPR,CR0,XER,,,,,I,72,P1,,SR,Negate,,,Y,,Y
409,nor[.],011111 ..... ..... ..... 00011 11100.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,95,P1,,SR,NOR,,,Y,,Y
410,or[.],011111 ..... ..... ..... 01101 11100.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,94,P1,,SR,OR,,,Y,,Y
411,orc[.],011111 ..... ..... ..... 01100 11100.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,95,P1,,SR,OR with Complement,,,Y,,Y
412,ori,011000 ..... ..... ..... ..... ......,D6,D,,,,GPR,,GPR,,,,,,,I,92,P1,,,OR Immediate,,,Y,,Y
413,oris,011001 ..... ..... ..... ..... ......,D6,D,,,,GPR,,GPR,,,,,,,I,93,P1,,,OR Immediate Shifted,,,Y,,Y
414,paste[.],011111 ////. ..... ..... 11100 00110.,X6,X,,,GPR,GPR,,CR,,,,,,,II,855,v3.0,,,Paste,,,,,
415,popcntb,011111 ..... ..... ///// 00011 11010/,X60,X,,,,GPR,,GPR,,,,,,,I,97,v2.02,,,Population Count Byte,,,Y,,
416,popcntd,011111 ..... ..... ///// 01111 11010/,X62,X,,,,GPR,,GPR,,,,,,,I,99,v2.06,,,Population Count Doubleword,,,Y,,
417,popcntw,011111 ..... ..... ///// 01011 11010/,X60,X,,,,GPR,,GPR,,,,,,,I,97,v2.06,,,Population Count Words,,,Y,,
418,prtyd,011111 ..... ..... ///// 00101 11010/,X60,X,,,,GPR,,GPR,,,,,,,I,98,v2.05,,,Parity Doubleword,,,Y,,
419,prtyw,011111 ..... ..... ///// 00100 11010/,X60,X,,,,GPR,,GPR,,,,,,,I,98,v2.05,,,Parity Word,,,Y,,
420,rfebb,010011 ///// ///// ////. 00100 10010/,XL2,XL,,,,SPR,BESCR,BESCR,MSR,NIA,,,,,I,905,v2.07,,,Return from Event Based Branch,X,,,,
421,rfid,010011 ///// ///// ///// 00000 10010/,XL1,XL,,,,SPR,MSR,MSR,NIA,,,,,,III,955,PPC,P,,Return from Interrupt Doubleword,X,,Y,,
422,rfscv,010011 ///// ///// ///// 00010 10010/,XL1,XL,,MSR,,LR,SPR,MSR,NIA,,,,,,III,953,v3.0,P,,Return From System Call Vectored,X,,,,
423,rldcl[.],011110 ..... ..... ..... ..... .1000.,MDS1,MDS,,,GPR,GPR,,GPR,CR0,,,,,,I,104,PPC,,SR,Rotate Left Doubleword then Clear Left,,,Y,,
424,rldcr[.],011110 ..... ..... ..... ..... .1001.,MDS2,MDS,,,GPR,GPR,,GPR,CR0,,,,,,I,104,PPC,,SR,Rotate Left Doubleword then Clear Right,,,Y,,Y
425,rldic[.],011110 ..... ..... ..... ..... .010..,MD1,MD,,,,GPR,,GPR,CR0,,,,,,I,105,PPC,,SR,Rotate Left Doubleword Immediate then Clear,,,,,
426,rldicl[.],011110 ..... ..... ..... ..... .000..,MD1,MD,,,,GPR,,GPR,CR0,,,,,,I,105,PPC,,SR,Rotate Left Doubleword Immediate then Clear Left,,,Y,,Y
427,rldicr[.],011110 ..... ..... ..... ..... .001..,MD2,MD,,,,GPR,,GPR,CR0,,,,,,I,106,PPC,,SR,Rotate Left Doubleword Immediate then Clear Right,,,Y,,Y
428,rldimi[.],011110 ..... ..... ..... ..... .011..,MD1,MD,,,,GPR,,GPR,CR0,,,,,,I,106,PPC,,SR,Rotate Left Doubleword Immediate then Mask Insert,,,Y,,Y
429,rlwimi[.],010100 ..... ..... ..... ..... ......,M2,M,,,,GPR,,GPR,CR0,,,,,,I,103,P1,,SR,Rotate Left Word Immediate then Mask Insert,,,Y,,Y
430,rlwinm[.],010101 ..... ..... ..... ..... ......,M2,M,,,,GPR,,GPR,CR0,,,,,,I,102,P1,,SR,Rotate Left Word Immediate then AND with Mask,,,Y,,Y
431,rlwnm[.],010111 ..... ..... ..... ..... ......,M1,M,,,GPR,GPR,,GPR,CR0,,,,,,I,103,P1,,SR,Rotate Left Word then AND with Mask,,,Y,,
432,setb,011111 ..... ...// ///// 00100 000000,NONE,VX,,,CR,,,GPR,,,,,,,I,122,v3.0,,,Set Boolean,,,,Y,
433,slbfee.,011111 ..... ///// ..... 11110 100111,NONE,X,,,,GPR,SLB,GPR,CR,,,,,,III,1031,v2.05,P,SR,SLB Find Entry ESID & record,X,,,,
434,slbia,011111 //... ///// ///// 01111 10010/,X14,X,,,,,,SLB,,,,,,,III,1026,PPC,P,,SLB Invalidate All,X,,Y,,
435,slbiag,011111 ..... ///// ..... 11010 10010/,NONE,X,,LPIDR,,GPR,MSR,SLB,,,,,,,III,1028,v3.0B,P,,SLB Invalidate All Global,X,,,,
436,slbie,011111 ///// ///// ..... 01101 10010/,X3,X,,,,GPR,,SLBE,,,,,,,III,1024,PPC,P,,SLB Invalidate Entry,X,,,,
437,slbmfee,011111 ..... ///// ..... 11100 10011/,X72,X,,,,GPR,SLB,GPR,,,,,,,III,1031,v2.00,P,,SLB Move From Entry ESID,X,,,,
438,slbmfev,011111 ..... ///// ..... 11010 10011/,NONE,X,,,,GPR,SLB,GPR,,,,,,,III,1030,v2.00,P,,SLB Move From Entry VSID,X,,,,
439,slbmte,011111 ..... ///// ..... 01100 10010/,X55,X,,,GPR,GPR,,SLB,,,,,,,III,1029,v2.00,P,,SLB Move To Entry,X,,,,
440,slbsync,011111 ///// ///// ///// 01010 10010/,X1,X,,,,,,,,,,,,,III,1032,v3.0,P,,SLB Synchronize,X,,,,
441,sld[.],011111 ..... ..... ..... 00000 11011.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,109,PPC,,SR,Shift Left Doubleword,,,Y,,Y
442,slw[.],011111 ..... ..... ..... 00000 11000.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,107,P1,,SR,Shift Left Word,,,Y,,Y
443,srad[.],011111 ..... ..... ..... 11000 11010.,X68,X,,,GPR,GPR,,GPR,XER,CR0,,,,,I,110,PPC,,SR,Shift Right Algebraic Doubleword,,,Y,,Y
444,sradi[.],011111 ..... ..... ..... 11001 1101..,XS1,XS,,,,GPR,,GPR,XER,CR0,,,,,I,110,PPC,,SR,Shift Right Algebraic Doubleword Immediate,,,Y,,Y
445,sraw[.],011111 ..... ..... ..... 11000 11000.,X68,X,,,GPR,GPR,,GPR,XER,CR0,,,,,I,108,P1,,SR,Shift Right Algebraic Word,,,Y,,Y
446,srawi[.],011111 ..... ..... ..... 11001 11000.,X65,X,,,,GPR,,GPR,XER,CR0,,,,,I,108,P1,,SR,Shift Right Algebraic Word Immediate,,,Y,,Y
447,srd[.],011111 ..... ..... ..... 10000 11011.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,109,PPC,,SR,Shift Right Doubleword,,,Y,,Y
